"","vetyears","natcity","natroad","natmass"
"5671","2 To 4 Years","Too Little",NA,NA
"5674","Less Than 2 Yrs",NA,NA,NA
"5677","Less Than 2 Yrs","Too Little",NA,NA
"5680","More Than 4 Yrs","Too Much",NA,NA
"5681","2 To 4 Years",NA,NA,NA
"5684","Less Than 2 Yrs",NA,NA,NA
"5695","More Than 4 Yrs",NA,NA,NA
"5696","2 To 4 Years","Too Little",NA,NA
"5705","Less Than 2 Yrs",NA,NA,NA
"5709","2 To 4 Years","Too Little",NA,NA
"5712","2 To 4 Years","Too Little",NA,NA
"5713","More Than 4 Yrs","Too Little",NA,NA
"5717","More Than 4 Yrs","Too Little",NA,NA
"5720","2 To 4 Years","Too Little",NA,NA
"5723","Less Than 2 Yrs","Too Little",NA,NA
"5730","Less Than 2 Yrs",NA,NA,NA
"5731","More Than 4 Yrs","Too Little",NA,NA
"5737","2 To 4 Years","Too Little",NA,NA
"5738","Less Than 2 Yrs","Too Much",NA,NA
"5742","2 To 4 Years","Too Little",NA,NA
"5748","2 To 4 Years","Too Little",NA,NA
"5751","Less Than 2 Yrs",NA,NA,NA
"5754","2 To 4 Years","Too Little",NA,NA
"5766","2 To 4 Years",NA,NA,NA
"5768","More Than 4 Yrs","Too Much",NA,NA
"5770","2 To 4 Years",NA,NA,NA
"5771","More Than 4 Yrs","Too Much",NA,NA
"5774","2 To 4 Years","Too Little",NA,NA
"5780","More Than 4 Yrs",NA,NA,NA
"5787","More Than 4 Yrs","Too Little",NA,NA
"5791","Less Than 2 Yrs","About Right",NA,NA
"5795","Less Than 2 Yrs","Too Little",NA,NA
"5804","2 To 4 Years",NA,NA,NA
"5809","2 To 4 Years","Too Little",NA,NA
"5820","More Than 4 Yrs","Too Little",NA,NA
"5836","2 To 4 Years","Too Little",NA,NA
"5839","Less Than 2 Yrs","Too Little",NA,NA
"5840","2 To 4 Years","Too Much",NA,NA
"5841","2 To 4 Years","Too Little",NA,NA
"5843","2 To 4 Years","Too Little",NA,NA
"5846","More Than 4 Yrs","Too Much",NA,NA
"5851","2 To 4 Years","Too Little",NA,NA
"5853","More Than 4 Yrs","Too Much",NA,NA
"5861","Less Than 2 Yrs","Too Little",NA,NA
"5864","2 To 4 Years","About Right",NA,NA
"5868","2 To 4 Years","Too Little",NA,NA
"5869","More Than 4 Yrs","Too Little",NA,NA
"5875","2 To 4 Years","About Right",NA,NA
"5877","2 To 4 Years","Too Little",NA,NA
"5879","Less Than 2 Yrs","Too Much",NA,NA
"5882","Less Than 2 Yrs","About Right",NA,NA
"5889","2 To 4 Years","Too Little",NA,NA
"5890","Less Than 2 Yrs","Too Little",NA,NA
"5891","2 To 4 Years","Too Little",NA,NA
"5900","2 To 4 Years",NA,NA,NA
"5905","Less Than 2 Yrs","About Right",NA,NA
"5906","Less Than 2 Yrs",NA,NA,NA
"5907","Less Than 2 Yrs","About Right",NA,NA
"5915","Less Than 2 Yrs","Too Little",NA,NA
"5916","Less Than 2 Yrs","Too Little",NA,NA
"5921","2 To 4 Years","About Right",NA,NA
"5928","Less Than 2 Yrs","Too Much",NA,NA
"5930","2 To 4 Years","Too Little",NA,NA
"5940","2 To 4 Years","Too Much",NA,NA
"5946","More Than 4 Yrs","About Right",NA,NA
"5955","2 To 4 Years",NA,NA,NA
"5958","Less Than 2 Yrs","Too Much",NA,NA
"5960","2 To 4 Years","Too Much",NA,NA
"5963","Less Than 2 Yrs","About Right",NA,NA
"5965","More Than 4 Yrs","Too Much",NA,NA
"5970","2 To 4 Years","About Right",NA,NA
"5978","Less Than 2 Yrs","About Right",NA,NA
"5981","2 To 4 Years","Too Much",NA,NA
"5988","Less Than 2 Yrs","Too Little",NA,NA
"5990","More Than 4 Yrs","Too Little",NA,NA
"5995","2 To 4 Years","About Right",NA,NA
"5996","2 To 4 Years","Too Little",NA,NA
"6000","2 To 4 Years","Too Little",NA,NA
"6004","2 To 4 Years","Too Little",NA,NA
"6009","More Than 4 Yrs","Too Much",NA,NA
"6010","More Than 4 Yrs","Too Little",NA,NA
"6019","Less Than 2 Yrs","About Right",NA,NA
"6023","2 To 4 Years","About Right",NA,NA
"6026","2 To 4 Years","Too Much",NA,NA
"6032","2 To 4 Years","Too Little",NA,NA
"6035","2 To 4 Years","About Right",NA,NA
"6046","Less Than 2 Yrs","Too Much",NA,NA
"6047","2 To 4 Years",NA,NA,NA
"6056","Less Than 2 Yrs","Too Much",NA,NA
"6058","2 To 4 Years","Too Much",NA,NA
"6065","More Than 4 Yrs","About Right",NA,NA
"6077","Less Than 2 Yrs","Too Little",NA,NA
"6080","Less Than 2 Yrs","Too Little",NA,NA
"6081","2 To 4 Years","Too Little",NA,NA
"6086","More Than 4 Yrs","Too Little",NA,NA
"6090","2 To 4 Years","Too Little",NA,NA
"6091","2 To 4 Years","About Right",NA,NA
"7596","Less Than 2 Yrs","Too Little",NA,NA
"7602","More Than 4 Yrs",NA,NA,NA
"7603","2 To 4 Years","Too Little",NA,NA
"7606","2 To 4 Years","About Right",NA,NA
"7607","2 To 4 Years","About Right",NA,NA
"7610","2 To 4 Years","Too Little",NA,NA
"7620","2 To 4 Years","Too Little",NA,NA
"7622","2 To 4 Years","Too Little",NA,NA
"7626","More Than 4 Yrs","Too Little",NA,NA
"7644","Less Than 2 Yrs","Too Little",NA,NA
"7655","2 To 4 Years","Too Much",NA,NA
"7660","2 To 4 Years","Too Little",NA,NA
"7698","Less Than 2 Yrs","About Right",NA,NA
"7702","2 To 4 Years","Too Little",NA,NA
"7712","Less Than 2 Yrs","About Right",NA,NA
"7713","2 To 4 Years","Too Much",NA,NA
"7714","2 To 4 Years","About Right",NA,NA
"7718","2 To 4 Years","Too Little",NA,NA
"7726","More Than 4 Yrs","Too Much",NA,NA
"7742","More Than 4 Yrs","Too Much",NA,NA
"7745","2 To 4 Years","Too Much",NA,NA
"7749","More Than 4 Yrs","Too Much",NA,NA
"7755","2 To 4 Years","Too Little",NA,NA
"7756","Less Than 2 Yrs","Too Little",NA,NA
"7757","2 To 4 Years","Too Much",NA,NA
"7761","Less Than 2 Yrs","Too Much",NA,NA
"7771","2 To 4 Years","Too Much",NA,NA
"7772","2 To 4 Years","Too Little",NA,NA
"7774","Less Than 2 Yrs","About Right",NA,NA
"7776","2 To 4 Years","Too Much",NA,NA
"7780","2 To 4 Years","Too Much",NA,NA
"7786","More Than 4 Yrs",NA,NA,NA
"7791","Less Than 2 Yrs","Too Much",NA,NA
"7794","More Than 4 Yrs","Too Much",NA,NA
"7796","2 To 4 Years","About Right",NA,NA
"7802","2 To 4 Years","Too Much",NA,NA
"7811","Less Than 2 Yrs","About Right",NA,NA
"7815","2 To 4 Years","Too Little",NA,NA
"7817","2 To 4 Years","Too Little",NA,NA
"7825","Less Than 2 Yrs","Too Little",NA,NA
"7835","Less Than 2 Yrs","Too Much",NA,NA
"7843","More Than 4 Yrs","Too Much",NA,NA
"7849","Less Than 2 Yrs","Too Little",NA,NA
"7853","2 To 4 Years","Too Little",NA,NA
"7859","2 To 4 Years","Too Little",NA,NA
"7860","Less Than 2 Yrs","About Right",NA,NA
"7869","2 To 4 Years","Too Little",NA,NA
"7879","2 To 4 Years","Too Much",NA,NA
"7881","2 To 4 Years","Too Little",NA,NA
"7893","More Than 4 Yrs","Too Much",NA,NA
"7899","Less Than 2 Yrs","Too Much",NA,NA
"7902","2 To 4 Years","Too Much",NA,NA
"7915","2 To 4 Years","About Right",NA,NA
"7936","Less Than 2 Yrs","Too Little",NA,NA
"7937","2 To 4 Years","About Right",NA,NA
"7938","More Than 4 Yrs","Too Little",NA,NA
"7939","2 To 4 Years","About Right",NA,NA
"7940","2 To 4 Years",NA,NA,NA
"7941","2 To 4 Years","Too Little",NA,NA
"7945","Less Than 2 Yrs","Too Little",NA,NA
"7948","2 To 4 Years",NA,NA,NA
"7955","2 To 4 Years","About Right",NA,NA
"7974","2 To 4 Years","Too Much",NA,NA
"7975","2 To 4 Years","About Right",NA,NA
"7988","More Than 4 Yrs","Too Much",NA,NA
"7991","More Than 4 Yrs","About Right",NA,NA
"7992","2 To 4 Years","Too Much",NA,NA
"7994","More Than 4 Yrs","Too Little",NA,NA
"7996","More Than 4 Yrs","Too Little",NA,NA
"8001","2 To 4 Years","About Right",NA,NA
"8002","2 To 4 Years","About Right",NA,NA
"8009","Less Than 2 Yrs","Too Little",NA,NA
"8010","2 To 4 Years","Too Little",NA,NA
"8017","2 To 4 Years","Too Little",NA,NA
"8021","2 To 4 Years","Too Little",NA,NA
"8022","2 To 4 Years","About Right",NA,NA
"8023","More Than 4 Yrs",NA,NA,NA
"8024","2 To 4 Years","Too Little",NA,NA
"8028","2 To 4 Years","Too Much",NA,NA
"8029","2 To 4 Years","Too Much",NA,NA
"8031","2 To 4 Years","About Right",NA,NA
"8037","Less Than 2 Yrs","Too Little",NA,NA
"8042","Less Than 2 Yrs","About Right",NA,NA
"8044","Less Than 2 Yrs","Too Little",NA,NA
"8046","2 To 4 Years","Too Little",NA,NA
"8055","Less Than 2 Yrs","Too Little",NA,NA
"8057","More Than 4 Yrs",NA,NA,NA
"8064","More Than 4 Yrs","Too Little",NA,NA
"8067","More Than 4 Yrs","About Right",NA,NA
"8071","2 To 4 Years","About Right",NA,NA
"8073","2 To 4 Years","Too Little",NA,NA
"8077","More Than 4 Yrs","Too Little",NA,NA
"8083","2 To 4 Years","Too Much",NA,NA
"8085","2 To 4 Years","Too Much",NA,NA
"8087","2 To 4 Years","About Right",NA,NA
"8092","Less Than 2 Yrs","Too Much",NA,NA
"8095","Less Than 2 Yrs","About Right",NA,NA
"8097","2 To 4 Years","About Right",NA,NA
"8101","Less Than 2 Yrs","Too Much",NA,NA
"8102","Less Than 2 Yrs","Too Much",NA,NA
"8108","2 To 4 Years","Too Much",NA,NA
"8109","2 To 4 Years","About Right",NA,NA
"8111","Less Than 2 Yrs","About Right",NA,NA
"8113","2 To 4 Years","Too Much",NA,NA
"8124","2 To 4 Years","About Right",NA,NA
"8125","2 To 4 Years","About Right",NA,NA
"8126","2 To 4 Years","About Right",NA,NA
"8127","2 To 4 Years","Too Little",NA,NA
"8133","Less Than 2 Yrs","Too Much",NA,NA
"8140","2 To 4 Years","Too Much",NA,NA
"8141","2 To 4 Years","Too Little",NA,NA
"8149","2 To 4 Years","Too Much",NA,NA
"8152","Less Than 2 Yrs","Too Much",NA,NA
"8157","2 To 4 Years","About Right",NA,NA
"8158","2 To 4 Years","Too Much",NA,NA
"8160","2 To 4 Years","Too Little",NA,NA
"8163","More Than 4 Yrs","Too Little",NA,NA
"8166","2 To 4 Years","About Right",NA,NA
"8168","Less Than 2 Yrs","Too Much",NA,NA
"8170","More Than 4 Yrs","Too Much",NA,NA
"8172","More Than 4 Yrs","Too Little",NA,NA
"8174","More Than 4 Yrs",NA,NA,NA
"8178","Less Than 2 Yrs","About Right",NA,NA
"8179","2 To 4 Years","Too Much",NA,NA
"8181","More Than 4 Yrs","About Right",NA,NA
"8187","2 To 4 Years","Too Little",NA,NA
"8189","2 To 4 Years","Too Much",NA,NA
"8192","More Than 4 Yrs","Too Little",NA,NA
"8205","2 To 4 Years","Too Little",NA,NA
"8207","More Than 4 Yrs","Too Much",NA,NA
"8219","2 To 4 Years","About Right",NA,NA
"8221","More Than 4 Yrs","Too Little",NA,NA
"8222","2 To 4 Years","Too Much",NA,NA
"8224","More Than 4 Yrs","Too Little",NA,NA
"8233","Less Than 2 Yrs","Too Much",NA,NA
"8237","Less Than 2 Yrs","Too Little",NA,NA
"8241","More Than 4 Yrs","About Right",NA,NA
"8244","2 To 4 Years","About Right",NA,NA
"8246","2 To 4 Years","Too Little",NA,NA
"8252","2 To 4 Years","Too Little",NA,NA
"8253","2 To 4 Years","Too Much",NA,NA
"8260","2 To 4 Years","Too Much",NA,NA
"8261","2 To 4 Years",NA,NA,NA
"8270","2 To 4 Years","About Right",NA,NA
"8271","2 To 4 Years","Too Much",NA,NA
"8276","Less Than 2 Yrs","About Right",NA,NA
"8281","2 To 4 Years","Too Little",NA,NA
"8288","Less Than 2 Yrs",NA,NA,NA
"8294","2 To 4 Years","Too Little",NA,NA
"8296","Less Than 2 Yrs","Too Much",NA,NA
"8302","Less Than 2 Yrs","About Right",NA,NA
"8303","2 To 4 Years",NA,NA,NA
"8305","2 To 4 Years",NA,NA,NA
"8312","2 To 4 Years","Too Little",NA,NA
"8320","2 To 4 Years","About Right",NA,NA
"8328","2 To 4 Years","Too Little",NA,NA
"8333","2 To 4 Years","Too Little",NA,NA
"8335","2 To 4 Years","Too Much",NA,NA
"8337","2 To 4 Years",NA,NA,NA
"8344","2 To 4 Years","About Right",NA,NA
"8345","More Than 4 Yrs","About Right",NA,NA
"8360","2 To 4 Years","About Right",NA,NA
"8362","2 To 4 Years","Too Much",NA,NA
"8366","2 To 4 Years","Too Much",NA,NA
"8370","2 To 4 Years","Too Little",NA,NA
"8372","2 To 4 Years","Too Little",NA,NA
"8373","2 To 4 Years","Too Little",NA,NA
"8378","2 To 4 Years","Too Little",NA,NA
"8382","2 To 4 Years","Too Little",NA,NA
"8391","2 To 4 Years","About Right",NA,NA
"8396","2 To 4 Years","Too Little",NA,NA
"8409","2 To 4 Years","About Right",NA,NA
"8413","2 To 4 Years","Too Little",NA,NA
"8434","More Than 4 Yrs","Too Much",NA,NA
"8435","More Than 4 Yrs","Too Little",NA,NA
"8443","2 To 4 Years","Too Little",NA,NA
"8447","2 To 4 Years","Too Little",NA,NA
"8453","2 To 4 Years","About Right",NA,NA
"8455","2 To 4 Years","About Right",NA,NA
"8456","Less Than 2 Yrs","Too Much",NA,NA
"8462","Less Than 2 Yrs","Too Little",NA,NA
"8463","2 To 4 Years","Too Little",NA,NA
"8469","2 To 4 Years","About Right",NA,NA
"8474","2 To 4 Years","Too Much",NA,NA
"8476","2 To 4 Years","Too Little",NA,NA
"8480","2 To 4 Years","Too Much",NA,NA
"8482","2 To 4 Years","Too Much",NA,NA
"8484","2 To 4 Years","Too Little",NA,NA
"8487","Less Than 2 Yrs","Too Little",NA,NA
"8489","2 To 4 Years","Too Little",NA,NA
"8492","2 To 4 Years","Too Little",NA,NA
"8499","More Than 4 Yrs","Too Much",NA,NA
"8500","2 To 4 Years","About Right",NA,NA
"8503","2 To 4 Years","Too Little",NA,NA
"8505","2 To 4 Years","Too Little",NA,NA
"8512","2 To 4 Years","About Right",NA,NA
"8520","Less Than 2 Yrs","Too Much",NA,NA
"8527","2 To 4 Years","About Right",NA,NA
"8528","Less Than 2 Yrs","Too Little",NA,NA
"8532","Less Than 2 Yrs","Too Much",NA,NA
"8534","Less Than 2 Yrs","About Right",NA,NA
"8539","2 To 4 Years",NA,NA,NA
"8546","2 To 4 Years",NA,NA,NA
"8547","2 To 4 Years","Too Little",NA,NA
"8548","More Than 4 Yrs","Too Much",NA,NA
"8556","2 To 4 Years","Too Much",NA,NA
"8558","2 To 4 Years","Too Much",NA,NA
"8573","2 To 4 Years","About Right",NA,NA
"8578","Less Than 2 Yrs","Too Little",NA,NA
"8583","Less Than 2 Yrs","About Right",NA,NA
"8585","2 To 4 Years","Too Little",NA,NA
"8588","2 To 4 Years","Too Little",NA,NA
"8594","Less Than 2 Yrs","About Right",NA,NA
"8597","More Than 4 Yrs","Too Much",NA,NA
"8601","More Than 4 Yrs","Too Much",NA,NA
"8602","2 To 4 Years","Too Little",NA,NA
"8606","More Than 4 Yrs","Too Much",NA,NA
"8607","2 To 4 Years","Too Little",NA,NA
"8609","Less Than 2 Yrs",NA,NA,NA
"8614","2 To 4 Years","Too Little",NA,NA
"8624","2 To 4 Years","Too Little",NA,NA
"8626","More Than 4 Yrs",NA,NA,NA
"8627","2 To 4 Years","Too Little",NA,NA
"8630","2 To 4 Years","Too Little",NA,NA
"8631","2 To 4 Years","Too Little",NA,NA
"8633","2 To 4 Years","Too Much",NA,NA
"8636","More Than 4 Yrs","About Right",NA,NA
"8638","2 To 4 Years","Too Little",NA,NA
"8640","More Than 4 Yrs","Too Little",NA,NA
"8649","More Than 4 Yrs","Too Much",NA,NA
"8654","Less Than 2 Yrs","Too Little",NA,NA
"8660","Less Than 2 Yrs","Too Little",NA,NA
"8662","2 To 4 Years","Too Much",NA,NA
"8666","2 To 4 Years","Too Little",NA,NA
"8668","Less Than 2 Yrs","Too Little",NA,NA
"8696","2 To 4 Years","Too Much",NA,NA
"8704","2 To 4 Years","About Right",NA,NA
"8705","Less Than 2 Yrs",NA,NA,NA
"8706","Less Than 2 Yrs","Too Much",NA,NA
"8707","2 To 4 Years","Too Little",NA,NA
"8710","2 To 4 Years","About Right",NA,NA
"8712","2 To 4 Years","About Right",NA,NA
"8715","2 To 4 Years","Too Much",NA,NA
"8716","2 To 4 Years","About Right",NA,NA
"8725","2 To 4 Years","About Right",NA,NA
"8730","More Than 4 Yrs","Too Little",NA,NA
"8734","More Than 4 Yrs","Too Little",NA,NA
"8739","2 To 4 Years","About Right",NA,NA
"8742","Less Than 2 Yrs","About Right",NA,NA
"8748","More Than 4 Yrs","Too Little",NA,NA
"8751","More Than 4 Yrs","About Right",NA,NA
"8752","2 To 4 Years","Too Much",NA,NA
"8755","Less Than 2 Yrs","About Right",NA,NA
"8768","Less Than 2 Yrs","Too Little",NA,NA
"8771","2 To 4 Years","About Right",NA,NA
"8775","2 To 4 Years","Too Little",NA,NA
"8778","More Than 4 Yrs","Too Much",NA,NA
"8785","Less Than 2 Yrs","About Right",NA,NA
"8789","More Than 4 Yrs","About Right",NA,NA
"8794","2 To 4 Years","Too Little",NA,NA
"8798","Less Than 2 Yrs","Too Little",NA,NA
"8803","2 To 4 Years","About Right",NA,NA
"8807","More Than 4 Yrs","Too Much",NA,NA
"8814","2 To 4 Years","About Right",NA,NA
"8818","More Than 4 Yrs",NA,NA,NA
"8821","Less Than 2 Yrs","Too Little",NA,NA
"8826","More Than 4 Yrs","Too Little",NA,NA
"8827","2 To 4 Years","Too Much",NA,NA
"8829","2 To 4 Years","Too Little",NA,NA
"8833","2 To 4 Years","Too Much",NA,NA
"8835","Less Than 2 Yrs",NA,NA,NA
"8841","More Than 4 Yrs","About Right",NA,NA
"8843","2 To 4 Years","Too Much",NA,NA
"8846","More Than 4 Yrs","Too Much",NA,NA
"8850","More Than 4 Yrs","Too Little",NA,NA
"8852","Less Than 2 Yrs","Too Little",NA,NA
"8855","More Than 4 Yrs","About Right",NA,NA
"8868","2 To 4 Years","Too Little",NA,NA
"8875","2 To 4 Years","Too Much",NA,NA
"8878","More Than 4 Yrs",NA,NA,NA
"8879","2 To 4 Years","About Right",NA,NA
"8886","2 To 4 Years","Too Much",NA,NA
"8891","Less Than 2 Yrs",NA,NA,NA
"8892","Less Than 2 Yrs","Too Much",NA,NA
"8895","More Than 4 Yrs","Too Much",NA,NA
"8896","2 To 4 Years","Too Little",NA,NA
"8897","2 To 4 Years","Too Little",NA,NA
"8902","More Than 4 Yrs","Too Little",NA,NA
"8903","Less Than 2 Yrs","Too Much",NA,NA
"8905","2 To 4 Years","Too Little",NA,NA
"8906","2 To 4 Years","About Right",NA,NA
"8912","2 To 4 Years",NA,NA,NA
"8917","2 To 4 Years","About Right",NA,NA
"8919","2 To 4 Years","Too Little",NA,NA
"8931","More Than 4 Yrs","About Right",NA,NA
"8932","2 To 4 Years","Too Little",NA,NA
"8936","Less Than 2 Yrs","Too Little",NA,NA
"8937","Less Than 2 Yrs","Too Little",NA,NA
"8939","2 To 4 Years","About Right",NA,NA
"8940","Less Than 2 Yrs","Too Little",NA,NA
"8943","Less Than 2 Yrs","About Right",NA,NA
"8955","More Than 4 Yrs",NA,NA,NA
"8958","Less Than 2 Yrs","Too Little",NA,NA
"8963","2 To 4 Years","Too Much",NA,NA
"8969","Less Than 2 Yrs",NA,NA,NA
"8971","2 To 4 Years","About Right",NA,NA
"8983","2 To 4 Years","Too Much",NA,NA
"8985","More Than 4 Yrs","Too Much",NA,NA
"8989","Less Than 2 Yrs","Too Much",NA,NA
"8991","2 To 4 Years","Too Little",NA,NA
"9001","2 To 4 Years","Too Little",NA,NA
"9002","2 To 4 Years",NA,NA,NA
"9010","More Than 4 Yrs","Too Much",NA,NA
"9011","2 To 4 Years","About Right",NA,NA
"9012","2 To 4 Years",NA,NA,NA
"9014","More Than 4 Yrs","Too Little",NA,NA
"9027","2 To 4 Years",NA,NA,NA
"9033","Less Than 2 Yrs","About Right",NA,NA
"9039","2 To 4 Years",NA,NA,NA
"9041","2 To 4 Years","About Right",NA,NA
"9048","2 To 4 Years","Too Much",NA,NA
"9052","2 To 4 Years","Too Little",NA,NA
"9056","2 To 4 Years","Too Little",NA,NA
"9059","2 To 4 Years",NA,NA,NA
"9060","Less Than 2 Yrs","About Right",NA,NA
"9063","2 To 4 Years",NA,NA,NA
"9065","2 To 4 Years","Too Much",NA,NA
"9078","2 To 4 Years","Too Little",NA,NA
"9079","2 To 4 Years","About Right",NA,NA
"9092","More Than 4 Yrs","About Right",NA,NA
"9097","2 To 4 Years","Too Much",NA,NA
"9109","2 To 4 Years","About Right",NA,NA
"9111","2 To 4 Years","About Right",NA,NA
"9115","More Than 4 Yrs","About Right",NA,NA
"9128","More Than 4 Yrs","Too Little",NA,NA
"9131","2 To 4 Years","Too Little",NA,NA
"9132","Less Than 2 Yrs","About Right",NA,NA
"9133","2 To 4 Years","About Right",NA,NA
"9135","2 To 4 Years","Too Little",NA,NA
"9137","Less Than 2 Yrs","Too Much",NA,NA
"9139","Less Than 2 Yrs","Too Much",NA,NA
"9140","2 To 4 Years","Too Little",NA,NA
"9142","More Than 4 Yrs","Too Little",NA,NA
"9144","More Than 4 Yrs","About Right",NA,NA
"9145","2 To 4 Years","About Right",NA,NA
"9153","More Than 4 Yrs","Too Little",NA,NA
"9157","2 To 4 Years","Too Much",NA,NA
"9161","2 To 4 Years","About Right",NA,NA
"9165","More Than 4 Yrs","Too Little",NA,NA
"9169","2 To 4 Years","Too Much",NA,NA
"9177","More Than 4 Yrs","Too Little",NA,NA
"9182","2 To 4 Years","Too Much",NA,NA
"9190","2 To 4 Years","About Right",NA,NA
"9205","Less Than 2 Yrs","Too Much",NA,NA
"9210","2 To 4 Years","Too Little",NA,NA
"9212","2 To 4 Years","Too Little",NA,NA
"9213","More Than 4 Yrs",NA,NA,NA
"9214","2 To 4 Years","About Right",NA,NA
"9215","2 To 4 Years","Too Little",NA,NA
"9216","2 To 4 Years","About Right",NA,NA
"9217","2 To 4 Years","Too Little",NA,NA
"9218","2 To 4 Years","Too Little",NA,NA
"9223","2 To 4 Years","Too Little",NA,NA
"9228","2 To 4 Years","Too Much",NA,NA
"9234","Less Than 2 Yrs","Too Much",NA,NA
"9236","More Than 4 Yrs","Too Little",NA,NA
"9239","2 To 4 Years","About Right",NA,NA
"9250","2 To 4 Years","Too Much",NA,NA
"9265","Less Than 2 Yrs","Too Much",NA,NA
"9272","More Than 4 Yrs","About Right",NA,NA
"9275","More Than 4 Yrs","Too Little",NA,NA
"9280","Less Than 2 Yrs","About Right",NA,NA
"9283","More Than 4 Yrs","Too Much",NA,NA
"9293","Less Than 2 Yrs","Too Much",NA,NA
"9294","More Than 4 Yrs","Too Much",NA,NA
"9301","More Than 4 Yrs","Too Little",NA,NA
"9307","2 To 4 Years",NA,NA,NA
"9320","2 To 4 Years","Too Little",NA,NA
"9323","Less Than 2 Yrs","Too Little",NA,NA
"9330","2 To 4 Years","Too Little",NA,NA
"9335","Less Than 2 Yrs","Too Much",NA,NA
"9336","2 To 4 Years","About Right",NA,NA
"9346","2 To 4 Years","Too Much",NA,NA
"9359","2 To 4 Years","About Right",NA,NA
"9367","More Than 4 Yrs","Too Little",NA,NA
"9368","2 To 4 Years","Too Little",NA,NA
"9373","2 To 4 Years","Too Little",NA,NA
"9375","2 To 4 Years","Too Little",NA,NA
"9379","2 To 4 Years","Too Little",NA,NA
"9381","2 To 4 Years","Too Much",NA,NA
"9383","2 To 4 Years","Too Little",NA,NA
"9386","2 To 4 Years","About Right",NA,NA
"9387","2 To 4 Years","Too Much",NA,NA
"9389","2 To 4 Years","Too Much",NA,NA
"9406","More Than 4 Yrs","Too Little",NA,NA
"9413","2 To 4 Years","Too Much",NA,NA
"9419","2 To 4 Years","About Right",NA,NA
"9420","2 To 4 Years","Too Little",NA,NA
"9426","2 To 4 Years","Too Little",NA,NA
"9430","2 To 4 Years","Too Little",NA,NA
"9431","2 To 4 Years","Too Little",NA,NA
"9440","2 To 4 Years","Too Little",NA,NA
"9441","Less Than 2 Yrs","About Right",NA,NA
"9442","More Than 4 Yrs","Too Much",NA,NA
"9447","2 To 4 Years","About Right",NA,NA
"9451","2 To 4 Years","Too Much",NA,NA
"9457","Less Than 2 Yrs","About Right",NA,NA
"9458","2 To 4 Years","Too Little",NA,NA
"9483","2 To 4 Years","Too Little",NA,NA
"9486","2 To 4 Years",NA,NA,NA
"9488","Less Than 2 Yrs","Too Little",NA,NA
"9490","2 To 4 Years","Too Little",NA,NA
"9491","2 To 4 Years","Too Little",NA,NA
"9493","2 To 4 Years","About Right",NA,NA
"9503","Less Than 2 Yrs","About Right",NA,NA
"9519","More Than 4 Yrs","Too Little",NA,NA
"9530","2 To 4 Years","Too Much",NA,NA
"9532","2 To 4 Years","Too Little",NA,NA
"9541","More Than 4 Yrs","Too Little",NA,NA
"9542","More Than 4 Yrs","Too Much",NA,NA
"9543","2 To 4 Years","Too Little",NA,NA
"9545","More Than 4 Yrs","About Right",NA,NA
"9546","2 To 4 Years","Too Much",NA,NA
"9547","2 To 4 Years","Too Little",NA,NA
"9558","More Than 4 Yrs","Too Much",NA,NA
"9561","2 To 4 Years","Too Little",NA,NA
"9566","Less Than 2 Yrs","About Right",NA,NA
"9570","2 To 4 Years",NA,NA,NA
"9573","2 To 4 Years","Too Little",NA,NA
"9576","2 To 4 Years",NA,NA,NA
